# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
7.4             	rho             	4.32552391e-02	(6.43750000e-01 2.00000000e-01 1.01192203e-19)	14	5.98694593e+00	(5.31250000e-01 6.43750000e-01 3.57581923e-17)	12
7.4             	p               	1.56981574e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20102153e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.42            	mag(U)          	2.19232854e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08165843e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.42            	rho             	8.90984958e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	5.98684214e+00	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.42            	p               	4.61952780e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20122388e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.44            	mag(U)          	2.19263150e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08163823e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.44            	rho             	4.72151048e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	5.98783478e+00	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.44            	p               	2.30860544e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20150109e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.46            	mag(U)          	2.19331334e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08164868e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.46            	rho             	7.07372087e-02	(6.43750000e-01 2.00000000e-01 1.01192203e-19)	14	5.98831014e+00	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.46            	p               	3.21748376e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20163367e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.48            	mag(U)          	2.19399936e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08168678e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.48            	rho             	6.85093757e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	5.98809799e+00	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.48            	p               	4.62978856e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20157398e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.5             	mag(U)          	2.19419160e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08174049e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.5             	rho             	5.91878899e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	5.98774749e+00	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.5             	p               	2.91491012e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20147614e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.52            	mag(U)          	2.19380661e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08179601e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.52            	rho             	7.04916205e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.00684246e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.52            	p               	4.64463031e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20144447e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.54            	mag(U)          	2.19349302e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08183347e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.54            	rho             	4.82694650e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.02129821e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.54            	p               	1.84161380e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20143554e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.56            	mag(U)          	2.19383842e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08182753e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.56            	rho             	1.03411322e-01	(6.68750000e-01 2.06250000e-01 2.25473896e-19)	11	6.03685838e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.56            	p               	5.01460376e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20132152e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.58            	mag(U)          	2.19396651e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08177014e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.58            	rho             	4.48906906e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.04862832e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.58            	p               	2.08929118e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20112511e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.6             	mag(U)          	2.19343875e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08168673e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.6             	rho             	8.00855928e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.05681706e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.6             	p               	3.20787882e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20102295e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.62            	mag(U)          	2.19294917e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08161964e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.62            	rho             	5.66123899e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.06318721e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.62            	p               	3.58459454e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20115124e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.64            	mag(U)          	2.19283981e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08159643e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.64            	rho             	5.28894059e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.06307340e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.64            	p               	2.22832951e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20141118e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.66            	mag(U)          	2.19292832e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08162593e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.66            	rho             	6.59768696e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.06899270e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.66            	p               	3.86763318e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20159774e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.68            	mag(U)          	2.19315539e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08169547e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.68            	rho             	5.48960607e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.08008835e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.68            	p               	2.34327609e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20161483e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.7             	mag(U)          	2.19323394e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08177234e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.7             	rho             	7.72871974e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.08620658e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.7             	p               	5.41406206e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20156566e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.72            	mag(U)          	2.19356096e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08182295e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.72            	rho             	4.17287237e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.08655926e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.72            	p               	1.46483279e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20153677e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.74            	mag(U)          	2.19398927e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08183249e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.74            	rho             	8.58113580e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.08590776e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.74            	p               	3.51983346e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20149188e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.76            	mag(U)          	2.19430602e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08180215e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.76            	rho             	5.67458896e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.08383638e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.76            	p               	3.56751260e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20135333e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.78            	mag(U)          	2.19412533e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08174247e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.78            	rho             	5.20435549e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.07666220e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.78            	p               	2.44781476e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20113826e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.8             	mag(U)          	2.19377479e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08167463e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.8             	rho             	5.34289487e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.06945931e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.8             	p               	2.51909244e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20099792e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.82            	mag(U)          	2.19318420e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08163025e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.82            	rho             	9.15119904e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.06762953e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.82            	p               	3.96510093e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20109049e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.84            	mag(U)          	2.19236073e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08162965e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.84            	rho             	4.86364848e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.06152696e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.84            	p               	2.76875160e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20137960e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.86            	mag(U)          	2.19206085e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08167162e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.86            	rho             	5.15729609e-02	(6.43750000e-01 2.00000000e-01 1.01192203e-19)	14	6.05100178e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.86            	p               	1.94828271e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20163135e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.88            	mag(U)          	2.19264950e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08173423e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.88            	rho             	8.14165245e-02	(6.68750000e-01 2.06250000e-01 2.25473896e-19)	11	6.04451522e+00	(5.18750000e-01 6.43750000e-01 3.60322545e-17)	12
7.88            	p               	5.98673665e-02	(6.68750000e-01 2.06250000e-01 2.25473896e-19)	11	1.20168128e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.9             	mag(U)          	2.19352889e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08178970e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.9             	rho             	4.61871727e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.03963528e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
7.9             	p               	2.36978826e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20160028e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.92            	mag(U)          	2.19455028e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.09996769e+00	(7.18750000e-01 2.18750000e-01 -2.04191409e-19)	11
7.92            	rho             	5.80560297e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.05363771e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
7.92            	p               	2.75463796e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20150649e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.94            	mag(U)          	2.19504497e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08183211e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.94            	rho             	5.34778582e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.06493095e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
7.94            	p               	2.73868698e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20141089e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.96            	mag(U)          	2.19482854e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08181989e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.96            	rho             	8.77767215e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.07675329e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
7.96            	p               	3.85398636e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20126839e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
7.98            	mag(U)          	2.19376075e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08178311e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
7.98            	rho             	5.18200084e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.09071113e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
7.98            	p               	2.98919176e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20109361e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8               	mag(U)          	2.19263867e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08173375e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8               	rho             	6.07285566e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.10132715e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
8               	p               	2.53547045e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20100884e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.02            	mag(U)          	2.19211752e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08169749e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.02            	rho             	6.78820712e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.10034858e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
8.02            	p               	4.68287371e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20113064e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.04            	mag(U)          	2.19251296e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08168349e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.04            	rho             	4.22990645e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.10169174e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
8.04            	p               	1.51741086e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20139516e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.06            	mag(U)          	2.19329314e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08168615e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.06            	rho             	8.84784155e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.09702546e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
8.06            	p               	3.85208700e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20158682e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.08            	mag(U)          	2.19367041e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08170457e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.08            	rho             	5.50092971e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.08094647e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
8.08            	p               	3.12801412e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20160285e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.1             	mag(U)          	2.19392181e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08174263e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.1             	rho             	7.28884497e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.06590082e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
8.1             	p               	3.27755089e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20151678e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.12            	mag(U)          	2.19375370e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08179509e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.12            	rho             	5.41616270e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	6.05625159e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
8.12            	p               	3.18989409e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20146804e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.14            	mag(U)          	2.19339569e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08184551e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.14            	rho             	5.76067735e-02	(6.43750000e-01 2.00000000e-01 1.01192203e-19)	14	6.04347547e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
8.14            	p               	2.22901408e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20146244e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.16            	mag(U)          	2.19354361e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08186384e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.16            	rho             	8.62129775e-02	(6.68750000e-01 2.06250000e-01 2.25473896e-19)	11	6.02710864e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
8.16            	p               	6.36682907e-02	(6.68750000e-01 2.06250000e-01 2.25473896e-19)	11	1.20139888e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.18            	mag(U)          	2.19379172e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08182675e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.18            	rho             	4.83263698e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.00825684e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
8.18            	p               	2.53335162e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20122407e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.2             	mag(U)          	2.19361717e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08814044e+00	(7.18750000e-01 2.18750000e-01 -2.04191409e-19)	11
8.2             	rho             	6.19413962e-02	(6.43750000e-01 2.00000000e-01 1.01192203e-19)	14	6.01306549e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
8.2             	p               	3.23177900e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20106184e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.22            	mag(U)          	2.19320826e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08166252e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.22            	rho             	4.99557558e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	6.01902343e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
8.22            	p               	2.26812745e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20108718e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.24            	mag(U)          	2.19313728e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08162245e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.24            	rho             	9.97853220e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	5.99999861e+00	(5.18750000e-01 6.31250000e-01 -3.53253146e-17)	12
8.24            	p               	5.13481676e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20130215e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.26            	mag(U)          	2.19294456e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08163943e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.26            	rho             	4.58887491e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	5.98798122e+00	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.26            	p               	2.32292655e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20152942e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.28            	mag(U)          	2.19270468e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08170285e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.28            	rho             	6.41483469e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	5.98832718e+00	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.28            	p               	2.54913270e-02	(6.31250000e-01 2.06250000e-01 7.31836466e-20)	14	1.20162630e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.3             	mag(U)          	2.19287841e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08178374e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.3             	rho             	6.90776938e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	5.98824175e+00	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.3             	p               	4.86578970e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20160290e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.32            	mag(U)          	2.19376779e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08184873e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.32            	rho             	4.60283977e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	5.98806477e+00	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.32            	p               	2.14388218e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20155432e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.34            	mag(U)          	2.19497113e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.09588287e+00	(7.18750000e-01 2.18750000e-01 -2.04191409e-19)	11
8.34            	rho             	6.42293676e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	5.98777016e+00	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.34            	p               	3.50138881e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20147259e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.36            	mag(U)          	2.19506035e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08186165e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.36            	rho             	5.21981606e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	5.98729637e+00	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.36            	p               	2.41998070e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20133987e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.38            	mag(U)          	2.19431989e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08180862e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.38            	rho             	9.18297904e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	5.98661329e+00	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.38            	p               	6.24290183e-02	(6.56250000e-01 2.06250000e-01 -6.03338431e-20)	14	1.20114748e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.4             	mag(U)          	2.19329458e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08173881e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
8.4             	rho             	4.30796099e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	5.98608674e+00	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.4             	p               	1.85189429e-02	(6.43750000e-01 2.06250000e-01 -2.14139968e-18)	14	1.20099834e+01	(5.93750000e-01 6.25000000e-03 -3.33502596e-18)	14
8.42            	mag(U)          	2.19225165e-02	(6.00000000e-01 6.25000000e-03 -4.33680869e-20)	14	3.08168494e+00	(3.31250000e-01 2.68750000e-01 1.49168149e-18)	14
